val_loss,val_mape,loss,mape
0.01223786428072765,77.12645721435547,0.035316930685002926,94245.671875
0.008520770463661547,46.97794723510742,0.019740002358111283,42762.6484375
0.0061965802107437256,30.681623458862305,0.01812799458230956,31827.138671875
0.005109847941050416,33.04140090942383,0.01664808678096634,41941.4609375
0.02335242668027896,74.89704895019531,0.014702040824344603,22485.94921875
0.0039378529220608785,28.235979080200195,0.014724124808937816,56094.6640625
0.0038540406669741426,27.755237579345703,0.0138778214986294,27191.833984375
0.00597948553687043,26.76372528076172,0.013023933958199065,35836.90234375
0.009605947065533433,45.933319091796875,0.012463715470443337,28696.630859375
0.012550955214525709,50.50550842285156,0.011317716537643288,22840.84375
0.00327598511547827,23.64026641845703,0.01149433579207477,36518.51171875
0.0032156539008327805,23.795961380004883,0.010704679979863813,25879.533203125
0.007170848766279558,33.18374252319336,0.009802318096918575,31557.7890625
0.0048266452531256065,24.171607971191406,0.00991888744712381,29506.505859375
0.003932349338342261,24.574464797973633,0.008923059301861262,43734.546875
0.0040452327042971295,23.026979446411133,0.00928967813111968,28559.296875
0.005305303428274194,32.70804977416992,0.008502923391380552,27252.939453125
0.0030017497363933636,21.61371612548828,0.008018992831898948,25558.345703125
0.005174565935809079,24.079038619995117,0.007825039363450418,23277.07421875
0.005574437643576098,30.910003662109375,0.007481031388170638,30499.802734375
0.005114833127640207,30.7547607421875,0.007264294938263247,33508.84375
0.0038279371867602774,22.955799102783203,0.007127246032642611,19967.181640625
0.0032148316267944853,21.73113441467285,0.00663668652529181,20279.16796875
0.003893437050761784,21.508174896240234,0.00615169127348621,26368.015625
0.0029390312684580188,21.392492294311523,0.006290492304742841,27918.021484375
0.0043060583311461086,24.186540603637695,0.005862942660890393,20854.955078125
0.008223722346490943,28.317073822021484,0.005348103019519377,26681.798828125
0.004619336611612827,27.608510971069336,0.0058596609450750434,24229.041015625
0.0029695611303447145,20.314638137817383,0.005242542003076208,23584.529296875
0.0035160852651229093,21.32207679748535,0.005187447024793443,28435.1953125
0.0055597583227012795,24.17148780822754,0.004840195845686278,23133.62890625
0.0029018751936928776,21.631757736206055,0.004964791496742075,29962.853515625
0.00527921811603297,22.625938415527344,0.004454192297438444,28436.05859375
0.002900613330012537,20.403549194335938,0.004541141517807619,24807.0859375
0.0029039361770324657,20.47929573059082,0.004543392711271674,25124.67578125
0.0030095603701282667,20.17331314086914,0.004369485587765605,26223.287109375
0.002935932168095423,19.98609733581543,0.004429931909508877,28312.33984375
0.005380015758017035,30.17572593688965,0.004169680730834351,22455.849609375
0.0030947220613485667,21.55214500427246,0.004262188768266874,23914.931640625
0.003191383834449445,23.897785186767578,0.004037359214119487,27985.10546875
0.00502132043448351,23.6497802734375,0.004117126184815572,32658.44921875
0.004082890626062235,24.777130126953125,0.003808803779814961,33484.0703125
0.0034636014924027928,20.02074432373047,0.0038356284135794743,24798.16015625
0.003118218068790007,20.966861724853516,0.004049689979560799,19263.33203125
0.0036823431791254057,24.038339614868164,0.003622967860898224,28264.796875
0.002990202902239247,19.314022064208984,0.003845302735218557,24944.908203125
0.0029917208969851617,19.300067901611328,0.0036645872444230117,27047.58984375
0.002955283564431617,19.428268432617188,0.003565285876519599,17799.330078125
0.003061694477308915,20.539012908935547,0.0035562493769546685,29340.96875
0.005138012586558922,22.93364715576172,0.003534403656688282,25036.953125
0.0038188822366354703,20.604883193969727,0.0034220817370056097,20119.951171875
0.004136835934790593,29.240575790405273,0.0036163842806876717,27476.515625
0.0046455669384401835,30.10584831237793,0.0033100624693147207,23951.0390625
0.0029825671817772185,19.401281356811523,0.0033537625382828004,21844.796875
0.002889890980291489,19.46650505065918,0.003448719535275536,21892.060546875
0.0033098063838684928,19.782974243164062,0.0031806498210308915,19808.447265625
0.004231458983520539,30.449430465698242,0.003260499245029385,28246.455078125
0.002937685577366453,19.166887283325195,0.0032562545130376593,30137.34765625
0.004370173604579542,27.42066764831543,0.003152826253166896,26893.6640625
0.003344399254807393,21.580432891845703,0.0032053787689340315,25009.671875
0.002953371055218317,20.232614517211914,0.003280324644645897,24438.732421875
0.002871941172955965,19.273256301879883,0.0031184613555354083,21095.81640625
0.0031515741212039725,20.39402198791504,0.0031803980010987843,19737.892578125
0.0031302715292569143,18.948719024658203,0.003058772458047685,24942.798828125
0.0028352904921172518,19.778759002685547,0.0030646994939800038,27525.171875
0.0029018356100893113,18.76986312866211,0.0029292656258695714,21279.228515625
0.0030599132767976634,19.422115325927734,0.00293954736733083,22851.953125
0.0028806414831056234,19.285364151000977,0.003059911661828726,32406.876953125
0.0033898561927166726,21.352100372314453,0.0029724417383135376,26341.51171875
0.003143921043187533,21.106224060058594,0.002894080193050332,22295.876953125
0.003050838624052991,19.753206253051758,0.00284641929987376,25287.482421875
0.0031668858837269266,22.25389289855957,0.0029850429895697003,21425.828125
0.0032179936901893668,19.27681541442871,0.0030186271524782907,28156.783203125
